total_expense,transaction_count,food_total,rent_total,travel_total,other_total,months,percent_change,target_column
4174,21,1607.067595141018,1835.8217015139032,558.8560612825329,172.25464206254557,9,-0.1632269739112171,4215.2253379648455
4507,24,1736.0159233742695,1750.3841166306563,281.53547041831234,739.0644895767621,4,-0.1508323333366922,4337.173072870085
1860,8,505.97834157279374,417.62153982747054,264.2765901668313,672.1235284329042,4,0.22583462474068283,1993.590375929811
2294,9,664.230369415256,1059.9968091102842,314.2542254570522,255.5185960174077,1,-0.07598205904755605,2349.2417087574513
2130,11,499.55668854414637,1014.4374639398286,217.01250616785336,398.9933413481715,8,-0.14537169883456413,2080.944294009034
2095,17,393.7829700122336,457.3874977687819,228.62220378856267,1015.2073284304217,12,0.146486410380841,1912.642757131565
4772,19,947.7161631515718,1350.7780410875368,429.00409028682617,2044.5017054740651,3,-0.026458987420852276,5001.501961706843
4092,15,1234.7836566801725,1808.092691073962,227.00846260597524,822.1151896398901,7,-0.1425107066736545,4333.978012687347
2638,8,859.2292025969799,1119.7727189696272,220.32503234618866,438.6730460872043,12,0.22913785632509692,2555.3524412125116
3169,17,1069.4541968701642,809.224133102108,412.8742578607098,877.4474121670179,2,-0.07318854597631523,3463.472169568824
1466,11,493.874 0592010448,385.27183240348523,73.97905457247478,512.8750538229951,2,0.08821079948110214,1439.8518897647464
2238,23,285.03577758689073,696.3349698141338,186.53711462447805,1070.0921379744973,7,-0.14512267388649333,2316.4882818921346
1330,6,330.27370157633004,459.32467109121757,119.45643624759546,420.9451910848569,6,-0.15854897692830278,1438.3933919429146
2482,14,291.05825270839335,956.7525028814584,257.4815886491924,976.7076557609556,3,-0.1508920781308793,2622.751114278376
3135,17,830.3319138254734,973.9632780153711,445.1247357454004,885.580072413755,9,0.010421807121200536,3068.4249407438447
4444,10,1033.0484644309863,1505.4512835487126,376.11615989623317,1529.3840921240678,10,-0.12649799291571254,4780.611710398776
4171,16,1527.8842438854606,1769.5103848867695,353.26418051091656,520.3411907168532,6,-0.12112617861813592,4046.899364945694
3919,16,804.470780257479,826.928441638476,484.9767391342104,1802.6240389698348,10,0.07800417827682855,4341.820262688592
4735,24,639.7936968354142,1305.5866794406816,450.8751950113237,2338.7444287125804,10,-0.11626910636113205,4695.132686964675
1130,15,161.47418021591136,467.8255096148633,81.88034499221796,418.8199651770074,6,0.22729044181966107,1289.4766309745437
2685,11,881.896813848424,1258.089107757039,255.7300100816282,289.2840683129087,1,-0.03708007371650394,2671.021132782128
4380,5,1250.3385351975671,1548.3441589399854,280.6953749263524,1300.6219309360952,4,0.12107179047805006,4235.938436809971
1769,5,230.56580421836478,636.1926266303029,119.6528579129509,782.5887112383813,10,0.17893003836266297,1796.1201634344363
3391,24,424.6618538607869,787.2260871359542,338.54651173595755,1840.5655472673016,6,0.20368624485084366,3536.524242767252
2515,17,780.381209685906,840.5726307682967,231.1097505503938,662.9364089954037,6,-0.07279961168633027,2582.9981569754896
4485,13,546.4026250630225,1613.6365320152336,634.5583866290428,1690.402456292701,11,0.06843315934030648,4750.531032060013
3853,7,1335.288042533723,1050.871655151384,332.28036932963875,1134.5599329852541,12,-0.08249027912310211,3930.7529020152274
3433,11,1070.6588697484756,963.8936035547675,370.96598065045225,1027.4815460463046,5,0.21044487608028173,3960.2619324228967
2215,10,275.5562647365424,693.7053263830217,250.79653977417598,994.9418691062599,1,0.07977818554819328,2262.187405503775
1955,12,245.25731931096507,402.77175749663655,100.30996626301923,1206.6609569293792,8,-0.015550867409511157,2142.7358195480883
3324,13,1316.2769876813725,985.9773439195453,386.75982245835456,634.9858459407274,5,-0.1041748491938789,3500.1191080409835
2184,9,463.6222253794101,575.3407341841361,148.0830551643537,996.9539852721002,12,0.07816595209654414,2334.103849892893
1459,5,308.1300677711782,435.1455910482733,213.17015931879348,502.554181861755,12,-0.047942339720018094,1590.687408490619
4385,23,1507.7378307272447,1034.547084408225,284.43860611974003,1558.27647874479,12,-0.13374245469220397,4711.236373534732
1021,14,392.242239252676,476.96850609062983,93.38312303252913,58.406131624165134,5,-0.04429252596456118,958.189591440085
3300,16,1306.1410531846423,1247.6565290185083,193.16539046595247,553.0370273308968,7,0.11959040379621276,3266.807010547018
1747,19,569.5455068942114,705.3175254636269,261.503931797487,210.6330358446745,4,0.23493333077938217,1559.214175506217
3904,13,831.0752265738085,1705.0773546569144,391.25693203331707,976.5904867359598,6,-0.12894986903287603,4411.161084909054
4632,24,579.2325959244702,1619.035279631818,507.3823400226443,1926.3497844210674,4,0.23684650179720548,4751.685806287322
1474,21,491.05436622311254,333.23615139225876,83.58707276705421,566.1224096175745,3,-0.1303445419205287,1606.0772270024502
2082,21,556.9792943849839,751.876746019865,260.2417699371088,512.9021896580425,7,-0.0114424093971569,2228.793687705171
3558,24,808.6145726702226,1337.9942093754862,252.58441002340945,1158.8068079308816,8,-0.14939012760238723,3417.4693761027847
4753,16,1767.6707177065841,2013.5221462394363,664.4952037711713,307.3119322828081,4,-0.10675468966465809,4638.661212460794
3047,11,406.3456185760529,1003.9799912085498,214.8560484548676,1421.8183417605296,2,-0.1660924130333051,3351.505769447007
4547,6,1126.6899047631612,1083.4322910434284,314.0557065857692,2022.8220976076411,12,0.06350765056226287,4669.580434405504
3747,7,387.4626320830558,1068.3924957083464,201.04516054268117,2090.099711665917,10,-0.09655587586861787,3707.9099856093594
1975,21,475.1814303815199,610.1262606161913,191.98322165922485,697.7090873430639,3,0.04082927024882468,1853.4063449901046
2806,9,327.99609746897073,1104.9331337529418,298.7944219934902,1074.2763467845973,1,0.008115076228550875,2599.3533163409015
1189,21,161.28235073282127,441.3966212754009,67.2627572280311,519.0582707637467,8,-0.048527192427677,1338.0366122964342
4005,21,541.7077855026915,1228.8502161662623,510.84881048635174,1723.5931878446943,3,-0.13003448172434745,4023.3428182485227
3734,21,1100.6453804304144,1851.8943816978958,355.95805089491347,425.50218697677616,12,-0.16222182596292686,4066.159479645397
4005,6,1296.8729224374063,1528.8384454572997,410.2683028656958,769.0203292395983,10,-0.09691001348382267,4054.739640044827
1562,6,429.566603324529,423.564474607487,146.94714107175125,561.9217809962328,7,0.03401205543859395,1719.5337337674032
2899,9,1126.701465408309,668.3202164379652,261.131211347757,842.8471068059688,10,0.032478894127950964,2732.9631992835252
4638,5,985.394924349282,1140.2882062610797,491.4611856607514,2020.8556837288868,5,-0.08678544621325121,4468.551295717605
2267,5,421.01278988029355,620.675851074304,148.5429637524925,1076.76839529291,10,0.11668104381244765,2184.250000543185
3879,23,1398.688805474075,962.784914062145,264.51992181911567,1253.0063586446645,5,0.18456795297557574,3836.5001526365204
2528,6,422.3750839331529,647.0924310405104,344.2594049922171,1114.2730800341196,7,0.061741473844315393,2464.753720288034
4202,16,1634.438333218835,1199.7909696554636,607.6577171885524,760.1129799371487,9,0.09302089074305876,4087.218573460489
4556,10,472.21273600604104,1148.1670300488709,397.87972449705546,2537.7405094480328,12,0.08870407143078068,4958.406802527844
4890,8,1911.8122387801068,2293.5548779269657,376.89414516719785,307.73873812572964,5,0.11926545689361623,5121.127071556679
1646,15,185.9123645211945,368.81942360771893,188.302324817142,902.9658870539446,1,0.22423404215219875,1725.8916106000484
3068,21,1127.0081218477048,1096.3602829604624,278.799643692896,565.8319514989367,10,0.23892774318940838,2803.518051060698
3888,10,1004.3105736382603,1256.2868590007413,204.2702150807421,1423.1323522802568,10,-0.16324220463438785,3913.7342553404296
3214,9,1278.8166564182297,1590.0094624232781,210.8874447934936,134.28643636499837,1,0.029750253539133152,3120.856218250604
2297,24,280.5532127591634,536.6060074840049,279.3088209662472,1200.5319587905844,2,0.04851405447240779,2195.535022894933
3435,6,914.2468400755612,1096.9901948166369,398.09037404613696,1025.672591061665,6,-0.06704139154930952,3880.594387682544
1600,10,625.2652170971676,785.345807972177,84.33535880055736,105.05361613009808,9,0.12701256320397994,1707.59674238132
3363,15,864.0534149832633,1545.8101393144366,242.7992380580509,710.3372076442495,8,-0.15253122190160223,3221.604556202943
3061,20,884.0767693996116,1362.5172827527235,223.78199523560863,590.623952612056,5,-0.1027672499041237,3123.4769723770523
1241,20,383.127236908973,344.21722250883107,145.4318894806022,368.2236511015938,1,0.19650944559656244,1315.628066494027
3041,5,718.7778133876396,764.100745975957,158.04397453110215,1400.0774661053013,7,0.03409161134990918,3256.8454495740943
3824,13,1102.3346294724379,1531.8675018973072,231.01112175090105,958.7867468793539,5,-0.13167861375004597,3592.9801305643173
4417,10,1215.9748947293003,2114.916123192964,574.1729349093378,511.93604716839803,6,-0.15102631374427983,4410.453400252475
3612,20,1337.694820168036,1325.7082708698942,245.09033193402533,703.5065770280444,7,0.01321166765988455,3596.2217458806417
3945,7,448.2857911341154,1465.5036179876263,454.75833954756456,1576.4522513306933,3,-0.04339591909598263,3646.4654156427205
2363,24,435.4748051019321,671.0771794957755,174.43259116134146,1082.015424240951,12,0.15365059440272252,2513.668184725387
3139,8,1208.9024945548956,1352.4314951868469,188.16465318715845,389.501357071099,10,-0.1642062643493653,2815.2766963851213
2390,23,877.3191330497872,612.1103677157444,177.6181536488695,722.9523455855989,3,0.1202364570246673,2531.5322920722315
4003,7,947.4981944203628,1189.3063949978562,489.27345282182034,1376.9219577599608,5,-0.15044924516276892,4113.697721133422
2478,23,708.8065732056625,811.8694484674443,335.9415847967376,621.3823935301558,6,-0.056477964353955495,2471.4277533294808
4499,24,824.2813826696348,1584.9217281104088,598.4659170686895,1491.330972151267,9,-0.04131429026519666,4714.601808198757
3556,11,556.2876531933086,969.8027025404076,319.03846313232253,1710.8711811339613,12,-0.005049774757546692,3720.6920457377214
1775,24,424.41940063054057,416.15060917362587,207.3351117412897,727.094878454544,5,0.12073960335476082,1938.6146616078804
1034,13,213.0098611336816,396.2143371653944,72.8953761459959,351.880425554928,1,0.14861833306894578,994.4536341039224
3253,5,894.8899995552662,932.2745569071656,258.0109566539076,1167.8244868836603,4,0.1258795437630169,3227.3804536573607
4152,12,512.0262638035852,1554.3903286040056,579.7586318499689,1505.8247757424404,5,0.14341211608153673,4006.156198269393
2955,11,1159.3009969960567,727.8425470905804,151.5920683974225,916.2643875159401,12,-0.10058498895268012,2994.312889800043
2585,22,1023.3064323439321,890.124148988411,151.35395522588001,520.2154634417769,10,0.06377308624239465,2642.6287013191204
4943,12,1529.6040057198802,1778.3768695307467,349.9081759186813,1285.1109488306918,10,0.21486449303063718,4620.842309551722
4459,5,1163.03610925853,961.1243452073605,234.78070970733623,2100.0588358267732,5,-0.1579947507973356,4959.325634093523
4073,15,785.5117943402639,1225.8967675251517,277.54865271207444,1784.04278542251,7,-0.13308404308536004,3839.357194500957
2021,22,695.503920448323,485.6956186281001,218.8826994719748,620.917761451602,4,-0.1461026213352941,1892.8336679380336
4461,14,1362.4757282288567,977.014722983705,411.04749201931327,1710.4620567681247,1,-0.1652497679241134,4752.101713175462
3613,7,537.5605005559277,1795.6178958874616,503.172289212111,776.6493143444995,5,0.150009413239942,4055.823472873149
2129,11,794.7091927362172,631.6874007853556,280.4837342941141,422.1196721843131,7,0.04330029282470243,2327.901980694244
4843,20,1679.3643602430725,2145.266582382199,407.69214342728134,610.6769139474472,10,-0.09362441934545608,5122.933009423879
4893,20,1883.5112927212156,1352.387017127729,371.5858859779314,1285.515804173124,10,-0.07270738834159805,4738.808297257284
2500,24,794.2896312912701,1011.1270416679469,219.92310204181672,474.6602249989662,6,0.16068747456244728,2667.1326073191913
1702,21,483.4097990448143,728.572345259674,185.56819921602028,304.4496564794916,5,-0.11216329625061497,1621.4309324723365
3449,6,777.6560696499034,1306.1074049069366,264.90514971981,1100.3313757233502,4,0.12387808047207893,3642.563435981537
3777,5,1434.5746444884326,1289.7429792461846,424.5910424946179,628.0913337707648,2,0.12419291192610042,3953.4921909341533
2579,20,927.9736313064659,834.4413152757417,234.53726510012092,582.0477883176715,4,-0.014574219810716268,2950.884292393038
1161,16,131.8496627979858,353.71081723692527,122.1426776969149,553.2968422681741,10,-0.03584345845920153,1203.9495009946904
1201,9,129.6000209113599,575.1093506724916,112.42879614915152,383.861832266997,10,-0.031040128657144995,1272.9381424895387
2981,9,634.7711889990399,1339.0229363845663,236.83024291944568,770.3756316969483,3,0.19532189029242014,2973.608144954201
1995,13,684.6161684729271,976.5686060339077,288.9664347389502,44.84879075421504,10,-0.13117845234055814,2253.9196346913204
3317,13,1314.1384762813013,787.0881670904656,419.1380419227926,796.6353147054401,1,0.10346043123457278,3184.2505808783176
4934,7,716.0470822114424,2068.630036796434,315.8318409231677,1833.4910400689557,8,0.17397627742097158,4674.070251841999
1815,23,505.0041745092377,873.926378739055,248.3769376254712,187.69250912623582,5,-0.1345732023425902,1797.8926948244239
4342,20,930.3484298475688,1104.4741919873888,428.7426262799388,1878.4347518851037,4,-0.1541627957499926,4276.00758348238
1455,20,568.8676346460743,320.0256207055984,202.90734901309028,363.19939563523707,8,-0.126523924049004,1586.4383042732384
4533,7,1598.4975235722504,1914.4499709695513,589.2243875209181,430.8281179372805,7,-0.11016704175831683,4576.019890271161
4798,24,1686.4903375612118,1786.4965991111653,443.91743944433813,881.0956238832849,2,-0.05846622709756207,5298.827379867716
2275,5,547.3830815600672,1029.5481401375207,118.8617676428267,579.2070106595853,1,-0.01993736349006244,2247.821507853637
2016,24,452.48283501381997,487.7343333835799,154.96535565200514,920.8174759505949,12,0.1978993101547618,2010.3916793369515
4773,15,868.7915862975783,2093.3432638521767,497.17201065763174,1313.6931391926132,11,0.03801061462704609,5149.698356301254
3343,21,390.83898559121485,870.8120392758831,378.92176888788106,1702.427206245021,4,0.0536570569945676,3376.52142209853
4796,12,1723.7625549557708,1194.6681705951758,363.48293393376383,1514.08634051529,8,0.10631521804109732,5029.543971242759
3767,8,1295.3594304179007,939.0367782418152,240.84543310323284,1291.758358237051,12,-0.08203659529634082,3862.367772521173
4820,10,1927.5917555717451,2141.8750454545784,643.4363741372622,107.09682483641403,2,0.001652431995417028,5071.450563340304
1337,12,533.4510353503435,534.2106052212458,198.4645715600649,70.87378786834566,3,0.2013188274675704,1391.1041970815866
1878,24,500.7302229365204,670.2950603149218,192.62461623644438,514.3501005121134,12,0.12603320203686239,2139.4837865791424
2076,7,686.525362174422,638.6796255121175,139.4406197421078,611.3543925713528,1,-0.06829708939798873,2205.6674228059
1791,20,686.7226266658287,829.519850578883,138.32024217961896,136.43728057566918,1,0.20416301726460614,1956.450157451673
4993,7,1771.9868264956947,1586.4435264083656,258.83246480015015,1375.7371822957894,3,-0.12317833276787618,4836.75250347443
3264,22,568.6032612269391,1452.4141711305683,461.62713046134684,781.3554371811456,11,0.0019451655177276947,3615.797052164226
1763,18,414.5927931655085,584.8584531427886,108.90951591353188,654.6392377781712,5,0.007826141949971355,1611.1234711279667
3235,22,448.84921240452593,1012.8245687568727,348.253079828861,1425.0731390097403,12,-0.035645543577803425,3112.0718728659567
1379,6,532.5909099769335,467.2106273315162,106.7422149327657,272.4562477587845,3,-0.1149442963088076,1285.1499417977839
1492,7,420.52376638021394,433.29673647587003,157.28335797535638,480.8961391685596,1,0.06482247006510036,1743.2045806317667
4112,20,693.2537648690717,1744.6509313854235,473.4640636902866,1200.6312400552185,1,-0.06647314370712604,4318.168386927178
2180,13,657.2922476014304,764.7791351204813,289.88371320817,468.04490406991823,8,-0.025619185837877614,2361.2205605388745
3062,8,874.0126016846232,825.7105817618664,216.3061934130967,1145.9706231404136,10,0.10276525127459839,3176.5340637393715
4884,5,1013.180014461718,2294.8566647618977,249.57036271680187,1326.3929580595825,11,-0.13153131460100181,4916.105652671861
1064,8,142.64758343012159,335.33807786232904,67.76463103932109,518.2497076682282,12,-0.10632131799363086,1111.365008185013
4928,5,1485.6538123643952,1789.1885498709207,689.9291867027462,963.2284510619378,12,-0.05960304888457156,5078.330297360832
4910,18,1257.4132434312876,2317.2334194507775,674.580028083195,660.7733090347398,2,-0.1229860296640706,5554.243559921512
3568,20,1183.4896065138284,1381.7843508263372,391.55699485436594,611.1690478054683,3,-0.12809784250142653,3257.3716432413285
2367,24,606.0681021396266,556.4092987070094,260.49234086464577,944.0302582887184,2,-0.07693318011892089,2583.2646551347216
2152,12,765.3683766056496,1037.1556190048595,250.7158923623542,98.7601120271365,3,-0.11879159149317572,2377.1457822255206
3027,11,803.8866002911103,1175.4216829941547,204.4348860393182,843.2568306754167,7,-0.07320613562565063,2906.2722372068392
3695,7,991.2997414469758,1110.24287384738,522.6252140192727,1070.8321706863715,1,-0.06721317538928566,3943.6624076905737
2495,21,905.6752215897714,603.2451463885454,229.23324596057222,756.846386061111,10,-0.045295525407832236,2552.1774715861766
4134,5,913.7994506766149,1811.550039733021,365.08946757834224,1043.5610420120217,8,-0.09180626728011233,4510.363931372417
2162,20,303.1222771730856,834.5791894952339,220.29000788214944,804.008525449531,10,0.15815532626592907,2268.767211966204
2522,16,273.9769728986723,908.0166621892848,137.9448168206689,1202.0615480913739,10,-0.13220681906078832,2411.875143814884
3640,23,1188.609883195592,1704.1307006916456,242.5271462272129,504.7322698855493,10,-0.1294790346872336,3417.8373347724355
1391,18,397.9551757798008,607.2816162439967,172.21047604490812,213.55273193129435,2,0.2319839089603077,1542.6822914072154
2698,10,839.6821642995118,662.3656476556888,157.23908060619914,1038.7131074386004,3,-0.11530002803601655,3042.7383596194104
1418,10,232.39495430589062,416.20656764022624,156.42696912233384,612.9715089315492,9,0.1743319956738427,1422.1763825011037
3336,17,470.08057276723923,915.8879311263172,248.64846298968868,1701.3830331167546,7,0.07060931628388983,3427.517643446357
1378,23,143.8127647871024,583.1473973495447,122.54493561498437,528.4949022483686,4,-0.08875798195000056,1277.3389081465493
2796,12,573.6728443269736,587.3270062563718,220.5187688010877,1414.4813806155669,10,0.15700037036604989,3020.002147851471
4561,6,1263.2843709231947,1691.9800558094225,390.2723259796633,1215.4632472877195,5,-0.11283560857794765,4312.884103496146
3278,5,713.5327939510769,1405.401871557395,399.60324771939565,759.4620867721327,2,-0.11727346131504429,3394.941272658129
4065,19,940.0006674079377,1882.2156940309533,324.0299774008206,918.7536611602883,11,-0.002978197350374611,4357.376171519602
3088,5,1146.4126145790085,934.5045320104167,329.30575292368184,677.777100486893,8,0.24602153316639355,2997.075693458999
4099,9,838.1497477985525,1829.7001075551743,400.0830598614109,1031.0670847848626,4,0.09311688499458867,3964.1994686085814
3182,20,808.8543663519556,742.0090560974409,370.28016481839467,1260.8564127322088,9,-0.044681002573933364,3489.892755485305
1200,23,402.1150845868116,544.7228250244266,172.41956871897096,80.74252166979088,5,-0.16140762411082027,1110.3940214370691
2863,8,626.890595735739,682.1000120769397,352.88539143129464,1201.1240007560266,9,-0.05008467570500229,3156.902984831488
1779,7,509.90767191161615,567.832226972068,127.18789335129564,574.0722077650202,4,0.10629083914573222,1924.5206373919636
3977,21,1426.5861409057418,1746.6531009115854,211.25153281387293,592.5092253687997,10,-0.05087525169057818,3936.489965038059
4104,21,1579.449791847289,1005.3783365518103,312.8331637806482,1206.3387078202525,5,-0.01574236609201621,4481.096272761468
4119,16,593.6387003840122,1107.0859490889752,451.06259965543495,1967.2127508715776,9,-0.10066940975900143,4399.967446765985
1502,18,567.7203838977695,625.8470073179158,82.8241571853344,225.6084515989805,8,0.18653202309056408,1425.6280241542277
3454,10,855.3309028890176,1436.9018591690422,344.14490178330703,817.6223361586332,3,-0.09454011756472507,3344.071998558008
4645,7,824.3635550945985,1822.439226425662,509.483503321895,1488.713715157845,1,-0.01623858709762282,4895.3882958149725
2751,13,654.0247396234372,1122.9156512186978,229.50049436374593,744.5591147941194,3,-0.15625826976785454,2875.5824097736863
1804,9,710.7936297445003,654.5224687397191,229.2725615557463,209.41133996003433,4,0.06752197504818969,1793.5768076240943
3146,21,779.5329571104704,866.8479517963821,190.83581043588464,1308.7832806572628,2,-0.050376354264862144,3618.8490591318987
3731,18,741.071677394808,1133.137525528937,214.58390636563027,1642.206890710625,1,-0.14734787320016743,3698.5577474905353
2895,7,839.6086419740765,736.7176170420382,355.56064492094316,963.1130960629423,7,0.18905514049116584,2967.349168373148
3773,5,649.1208258950369,1782.875190373534,375.5988736045987,965.4051101268307,8,-0.1488574992161493,3669.3220779841954
2570,24,315.49062597177993,963.7950737646789,305.41941588192816,985.294884381613,7,-0.06990093393553376,2802.6152484408635
1960,5,271.78127648346174,627.7006330570204,183.22615836633426,877.2919320931836,5,0.20899274388758687,1808.980949472925
4810,7,665.7701456160657,1628.6743746584834,359.0193779880104,2156.5361017374407,12,0.0865013405306926,5277.353568300873
3660,22,532.7891574764993,1772.117106893773,482.791448268757,872.3022873609708,1,-0.07686811688152959,3884.4769607580274
2485,14,351.9956572101353,611.3234710230379,322.9048459237913,1198.7760258430358,7,0.20927722575157207,2418.0597709252575
3690,7,1078.4483424971588,1386.9564240425943,440.84299774528347,783.7522357149633,7,-0.031822244674994934,3677.5813971115517
4840,12,748.0898825475583,1702.5503617402446,373.718246419302,2015.6415092928949,9,0.06569677145254804,4599.789890120914
2028,18,413.10397517423837,777.6087568384397,221.09877924105083,616.1884887462709,3,-0.04613483988620674,2031.3243250190608
4289,22,1582.7976470260655,881.1023735222755,369.27170439757754,1455.8282750540811,9,0.22205046319594696,4150.646590935576
1502,19,363.7671151024503,693.3790333702347,88.85562741366044,355.9982241136546,1,-0.12938605047873478,1620.947097930688
3814,6,1145.2195644157596,1829.3297388177493,540.5633976812994,298.8872990851918,1,-0.15923683392993573,3947.8185702585774
1397,14,211.91925802060308,516.2473172422375,88.9635627393789,579.8698619977805,4,-0.15793100226434612,1386.7867845813564
1870,6,294.8741395516643,764.8211121949365,271.19438516449003,539.1103630889091,9,-0.09079397939072074,2072.3141747394457
3842,21,431.3051671087436,1831.672786744951,363.4554179704466,1215.5666281758586,6,0.17366140060445737,3982.29778602817
1392,12,209.74728233893595,573.7428536892753,95.37050369433585,513.1393602774529,11,-0.09363254250363007,1379.812625738625
1206,5,221.39398466176266,296.38862572637976,125.65325425382999,562.5641353580276,3,0.23481979443626066,1123.275383865171
2038,13,312.024210086803,759.9427034059896,279.806361351612,686.2267251555954,1,0.23632406047081728,1983.4781137559496
2881,15,364.7655999262232,1100.5838145887024,355.0039897745946,1060.6465957104801,4,0.07591194917150033,3105.5597354318593
4625,20,629.8822711520837,1513.4813064320606,604.2845308859205,1877.3518915299348,12,0.004563454350998233,4912.503987036033
